57	233	0.946691
233	57	0.946691
57	31	0.947772
31	57	0.947772
57	65	0.957908
65	57	0.957908
57	16	0.961129
16	57	0.961129
57	119	0.961263
119	57	0.961263
57	193	0.913847
193	57	0.913847
57	97	0.957605
97	57	0.957605
57	176	0.943247
176	57	0.943247
57	75	0.952816
75	57	0.952816
57	184	0.963160
184	57	0.963160
57	214	0.963324
214	57	0.963324
57	0	0.950012
0	57	0.950012
57	320	0.960903
320	57	0.960903
57	205	0.950301
205	57	0.950301
57	83	0.962569
83	57	0.962569
57	297	0.960864
297	57	0.960864
57	321	0.941858
321	57	0.941858
233	31	0.985520
31	233	0.985520
233	65	0.975353
65	233	0.975353
233	16	0.978918
16	233	0.978918
233	119	0.975558
119	233	0.975558
233	193	0.973545
193	233	0.973545
233	97	0.973536
97	233	0.973536
233	176	0.984282
176	233	0.984282
233	75	0.981010
75	233	0.981010
233	184	0.979082
184	233	0.979082
233	214	0.952082
214	233	0.952082
233	0	0.973530
0	233	0.973530
233	320	0.979172
320	233	0.979172
233	205	0.994272
205	233	0.994272
233	83	0.976365
83	233	0.976365
233	297	0.962143
297	233	0.962143
233	321	0.992303
321	233	0.992303
31	65	0.975161
65	31	0.975161
31	16	0.976016
16	31	0.976016
31	119	0.971651
119	31	0.971651
31	193	0.975349
193	31	0.975349
31	97	0.977170
97	31	0.977170
31	176	0.980524
176	31	0.980524
31	75	0.980632
75	31	0.980632
31	184	0.979217
184	31	0.979217
31	214	0.964992
214	31	0.964992
31	0	0.980914
0	31	0.980914
31	320	0.975292
320	31	0.975292
31	205	0.984863
205	31	0.984863
31	83	0.974229
83	31	0.974229
31	297	0.960720
297	31	0.960720
31	321	0.987682
321	31	0.987682
65	16	0.989511
16	65	0.989511
65	119	0.991390
119	65	0.991390
65	193	0.959103
193	65	0.959103
65	97	0.996619
97	65	0.996619
65	176	0.990915
176	65	0.990915
65	75	0.991064
75	65	0.991064
65	184	0.993282
184	65	0.993282
65	214	0.982036
214	65	0.982036
65	0	0.984157
0	65	0.984157
65	320	0.988837
320	65	0.988837
65	205	0.974243
205	65	0.974243
65	83	0.987078
83	65	0.987078
65	297	0.965810
297	65	0.965810
65	321	0.977000
321	65	0.977000
16	119	0.988594
119	16	0.988594
16	193	0.954107
193	16	0.954107
16	97	0.988147
97	16	0.988147
16	176	0.982697
176	16	0.982697
16	75	0.988191
75	16	0.988191
16	184	0.989301
184	16	0.989301
16	214	0.977148
214	16	0.977148
16	0	0.982165
0	16	0.982165
16	320	0.987670
320	16	0.987670
16	205	0.981463
205	16	0.981463
16	83	0.998612
83	16	0.998612
16	297	0.973898
297	16	0.973898
16	321	0.977096
321	16	0.977096
119	193	0.949825
193	119	0.949825
119	97	0.989455
97	119	0.989455
119	176	0.982564
176	119	0.982564
119	75	0.988789
75	119	0.988789
119	184	0.991393
184	119	0.991393
119	214	0.977119
214	119	0.977119
119	0	0.980657
0	119	0.980657
119	320	0.985924
320	119	0.985924
119	205	0.976676
205	119	0.976676
119	83	0.987421
83	119	0.987421
119	297	0.963445
297	119	0.963445
119	321	0.975630
321	119	0.975630
193	97	0.957465
97	193	0.957465
193	176	0.974559
176	193	0.974559
193	75	0.960439
75	193	0.960439
193	184	0.955911
184	193	0.955911
193	214	0.939332
214	193	0.939332
193	0	0.961368
0	193	0.961368
193	320	0.948239
320	193	0.948239
193	205	0.973102
205	193	0.973102
193	83	0.948002
83	193	0.948002
193	297	0.933028
297	193	0.933028
193	321	0.980615
321	193	0.980615
97	176	0.987873
176	97	0.987873
97	75	0.989536
75	97	0.989536
97	184	0.994290
184	97	0.994290
97	214	0.984466
214	97	0.984466
97	0	0.987250
0	97	0.987250
97	320	0.987118
320	97	0.987118
97	205	0.973357
205	97	0.973357
97	83	0.986263
83	97	0.986263
97	297	0.967023
297	97	0.967023
97	321	0.975163
321	97	0.975163
176	75	0.988351
75	176	0.988351
176	184	0.986539
184	176	0.986539
176	214	0.968157
214	176	0.968157
176	0	0.980555
0	176	0.980555
176	320	0.982411
320	176	0.982411
176	205	0.982042
205	176	0.982042
176	83	0.978280
83	176	0.978280
176	297	0.959450
297	176	0.959450
176	321	0.989062
321	176	0.989062
75	184	0.991480
184	75	0.991480
75	214	0.975636
214	75	0.975636
75	0	0.987396
0	75	0.987396
75	320	0.983852
320	75	0.983852
75	205	0.981219
205	75	0.981219
75	83	0.987063
83	75	0.987063
75	297	0.957340
297	75	0.957340
75	321	0.980875
321	75	0.980875
184	214	0.980643
214	184	0.980643
184	0	0.990075
0	184	0.990075
184	320	0.990981
320	184	0.990981
184	205	0.980435
205	184	0.980435
184	83	0.988615
83	184	0.988615
184	297	0.965208
297	184	0.965208
184	321	0.979682
321	184	0.979682
214	0	0.977502
0	214	0.977502
214	320	0.975320
320	214	0.975320
214	205	0.959503
205	214	0.959503
214	83	0.975679
83	214	0.975679
214	297	0.958294
297	214	0.958294
214	321	0.957480
321	214	0.957480
0	320	0.981576
320	0	0.981576
0	205	0.978842
205	0	0.978842
0	83	0.980719
83	0	0.980719
0	297	0.953484
297	0	0.953484
0	321	0.976761
321	0	0.976761
320	205	0.980947
205	320	0.980947
320	83	0.987836
83	320	0.987836
320	297	0.967790
297	320	0.967790
320	321	0.978835
321	320	0.978835
205	83	0.979228
83	205	0.979228
205	297	0.960304
297	205	0.960304
205	321	0.991497
321	205	0.991497
83	297	0.973037
297	83	0.973037
83	321	0.973352
321	83	0.973352
297	321	0.956942
321	297	0.956942
23	26	0.895828
26	23	0.895828
23	5	0.888811
5	23	0.888811
26	5	0.928387
5	26	0.928387
6	106	0.966290
106	6	0.966290
6	38	0.996339
38	6	0.996339
6	302	0.988139
302	6	0.988139
6	237	0.985130
237	6	0.985130
6	50	0.994801
50	6	0.994801
6	315	0.943065
315	6	0.943065
106	38	0.971515
38	106	0.971515
106	302	0.960441
302	106	0.960441
106	237	0.969019
237	106	0.969019
106	50	0.970702
50	106	0.970702
106	315	0.947138
315	106	0.947138
38	302	0.985857
302	38	0.985857
38	237	0.989192
237	38	0.989192
38	50	0.997548
50	38	0.997548
